index,move_name,move_slug,inferred_type,source_zip,source_file,source_bytes,compressed_file,compressed_bytes,compressed_duration_seconds
254,Embargo,embargo,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Embargo.mp3,269029,attack-move-sfx-compressed/normal/embargo.ogg,2780,1.157
255,Ember,ember,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Ember.mp3,156176,attack-move-sfx-compressed/fire/ember.ogg,2661,1.157
256,Encore,encore,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Encore.mp3,295149,attack-move-sfx-compressed/normal/encore.ogg,2749,1.157
257,Endeavor,endeavor,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Endeavor.mp3,183349,attack-move-sfx-compressed/normal/endeavor.ogg,2568,1.157
258,Endure,endure,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Endure.mp3,226186,attack-move-sfx-compressed/normal/endure.ogg,2899,1.157
259,Energy Ball,energy-ball,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Energy Ball.mp3,256498,attack-move-sfx-compressed/normal/energy-ball.ogg,2993,1.157
260,Entrainment part 1,entrainment-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Entrainment part 1.mp3,233524,attack-move-sfx-compressed/normal/entrainment-part-1.ogg,2648,1.157
261,Entrainment,entrainment,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Entrainment.mp3,352628,attack-move-sfx-compressed/normal/entrainment.ogg,2656,1.157
262,Eruption,eruption,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Eruption.mp3,278435,attack-move-sfx-compressed/normal/eruption.ogg,2715,1.157
263,Explosion,explosion,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Explosion.mp3,383971,attack-move-sfx-compressed/normal/explosion.ogg,2864,1.157
264,Extrasensory,extrasensory,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Extrasensory.mp3,248141,attack-move-sfx-compressed/psychic/extrasensory.ogg,2850,1.157
265,Extreme Evoboost part 1,extreme-evoboost-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Extreme Evoboost part 1.mp3,159346,attack-move-sfx-compressed/normal/extreme-evoboost-part-1.ogg,3190,1.157
266,Extreme Evoboost part 2,extreme-evoboost-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Extreme Evoboost part 2.mp3,367281,attack-move-sfx-compressed/normal/extreme-evoboost-part-2.ogg,2760,1.157
267,Extreme Evoboost part 3,extreme-evoboost-part-3,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Extreme Evoboost part 3.mp3,402808,attack-move-sfx-compressed/normal/extreme-evoboost-part-3.ogg,2814,1.157
268,Extreme Evoboost part 4,extreme-evoboost-part-4,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Extreme Evoboost part 4.mp3,851069,attack-move-sfx-compressed/normal/extreme-evoboost-part-4.ogg,3222,1.157
269,Extreme Evoboost,extreme-evoboost,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Extreme Evoboost.mp3,1550092,attack-move-sfx-compressed/normal/extreme-evoboost.ogg,3196,1.157
270,Facade,facade,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Facade.mp3,183345,attack-move-sfx-compressed/normal/facade.ogg,2781,1.157
271,Fairy Lock,fairy-lock,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fairy Lock.mp3,264855,attack-move-sfx-compressed/fairy/fairy-lock.ogg,2810,1.157
272,Fairy Wind,fairy-wind,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fairy Wind.mp3,258586,attack-move-sfx-compressed/fairy/fairy-wind.ogg,2885,1.157
273,Fake Out,fake-out,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fake Out.mp3,141553,attack-move-sfx-compressed/normal/fake-out.ogg,2281,1.012
274,Fake Tears,fake-tears,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fake Tears.mp3,170814,attack-move-sfx-compressed/normal/fake-tears.ogg,2876,1.157
275,False Swipe,false-swipe,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,False Swipe.mp3,143649,attack-move-sfx-compressed/normal/false-swipe.ogg,2335,1.053
276,Feather Dance,feather-dance,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Feather Dance.mp3,226200,attack-move-sfx-compressed/normal/feather-dance.ogg,3010,1.157
277,Feint Attack,feint-attack,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Feint Attack.mp3,168728,attack-move-sfx-compressed/normal/feint-attack.ogg,2611,1.157
278,Feint,feint,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Feint.mp3,191702,attack-move-sfx-compressed/normal/feint.ogg,2575,1.157
279,Fell Stinger,fell-stinger,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fell Stinger.mp3,249186,attack-move-sfx-compressed/normal/fell-stinger.ogg,2838,1.157
280,Fiery Dance,fiery-dance,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fiery Dance.mp3,367257,attack-move-sfx-compressed/normal/fiery-dance.ogg,2776,1.157
281,Final Gambit,final-gambit,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Final Gambit.mp3,233512,attack-move-sfx-compressed/normal/final-gambit.ogg,2702,1.157
282,Fire Blast,fire-blast,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fire Blast.mp3,240822,attack-move-sfx-compressed/fire/fire-blast.ogg,2764,1.157
283,Fire Fang,fire-fang,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fire Fang.mp3,182306,attack-move-sfx-compressed/fire/fire-fang.ogg,2712,1.157
284,Fire Lash,fire-lash,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fire Lash.mp3,182306,attack-move-sfx-compressed/fire/fire-lash.ogg,2710,1.157
285,Fire Pledge,fire-pledge,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fire Pledge.mp3,209477,attack-move-sfx-compressed/fire/fire-pledge.ogg,2767,1.157
286,Fire Punch,fire-punch,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fire Punch.mp3,172904,attack-move-sfx-compressed/fighting/fire-punch.ogg,2730,1.157
287,Fire Spin turn damage,fire-spin-turn-damage,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fire Spin turn damage.mp3,171881,attack-move-sfx-compressed/fire/fire-spin-turn-damage.ogg,2661,1.157
288,Fire Spin,fire-spin,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fire Spin.mp3,190665,attack-move-sfx-compressed/fire/fire-spin.ogg,2677,1.157
289,First Impression,first-impression,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,First Impression.mp3,202173,attack-move-sfx-compressed/normal/first-impression.ogg,3105,1.157
290,Fissure,fissure,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fissure.mp3,235592,attack-move-sfx-compressed/normal/fissure.ogg,2835,1.157
291,Flail,flail,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flail.mp3,194837,attack-move-sfx-compressed/normal/flail.ogg,2749,1.157
292,Flame Burst,flame-burst,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flame Burst.mp3,259633,attack-move-sfx-compressed/fire/flame-burst.ogg,2690,1.157
293,Flame Charge,flame-charge,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flame Charge.mp3,289937,attack-move-sfx-compressed/fire/flame-charge.ogg,2777,1.157
294,Flame Wheel,flame-wheel,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flame Wheel.mp3,258588,attack-move-sfx-compressed/fire/flame-wheel.ogg,2741,1.157
295,Flamethrower,flamethrower,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flamethrower.mp3,290982,attack-move-sfx-compressed/fire/flamethrower.ogg,2770,1.157
296,Flare Blitz,flare-blitz,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flare Blitz.mp3,303518,attack-move-sfx-compressed/fire/flare-blitz.ogg,2720,1.157
297,Flash Cannon,flash-cannon,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flash Cannon.mp3,273218,attack-move-sfx-compressed/steel/flash-cannon.ogg,2764,1.157
298,Flash,flash,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flash.mp3,215735,attack-move-sfx-compressed/normal/flash.ogg,2999,1.157
299,Flatter,flatter,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flatter.mp3,207380,attack-move-sfx-compressed/normal/flatter.ogg,2847,1.157
300,Fleur Cannon,fleur-cannon,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fleur Cannon.mp3,372484,attack-move-sfx-compressed/normal/fleur-cannon.ogg,2824,1.157
301,Fling,fling,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fling.mp3,182298,attack-move-sfx-compressed/normal/fling.ogg,2709,1.157
302,Floral Healing part 1,floral-healing-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Floral Healing part 1.mp3,257563,attack-move-sfx-compressed/normal/floral-healing-part-1.ogg,2735,1.157
303,Floral Healing,floral-healing,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Floral Healing.mp3,348455,attack-move-sfx-compressed/normal/floral-healing.ogg,2736,1.157
304,Flower Shield,flower-shield,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flower Shield.mp3,224110,attack-move-sfx-compressed/normal/flower-shield.ogg,2824,1.157
305,Fly part 1,fly-part-1,flying,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fly part 1.mp3,136333,attack-move-sfx-compressed/flying/fly-part-1.ogg,1897,0.864
306,Fly part 2,fly-part-2,flying,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fly part 2.mp3,269035,attack-move-sfx-compressed/flying/fly-part-2.ogg,2823,1.157
307,Fly,fly,flying,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fly.mp3,307682,attack-move-sfx-compressed/flying/fly.ogg,2444,1.157
308,Flying Press,flying-press,flying,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Flying Press.mp3,223063,attack-move-sfx-compressed/flying/flying-press.ogg,2834,1.157
309,Focus Blast,focus-blast,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Focus Blast.mp3,319192,attack-move-sfx-compressed/fighting/focus-blast.ogg,2845,1.157
310,Focus Energy,focus-energy,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Focus Energy.mp3,235602,attack-move-sfx-compressed/fighting/focus-energy.ogg,2797,1.157
311,Focus Punch part 1,focus-punch-part-1,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Focus Punch part 1.mp3,194863,attack-move-sfx-compressed/fighting/focus-punch-part-1.ogg,2800,1.157
312,Focus Punch part 2,focus-punch-part-2,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Focus Punch part 2.mp3,274275,attack-move-sfx-compressed/fighting/focus-punch-part-2.ogg,2812,1.157
313,Focus Punch,focus-punch,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Focus Punch.mp3,372482,attack-move-sfx-compressed/fighting/focus-punch.ogg,2798,1.157
314,Follow Me,follow-me,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Follow Me.mp3,217833,attack-move-sfx-compressed/normal/follow-me.ogg,3019,1.157
315,Force Palm,force-palm,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Force Palm.mp3,159320,attack-move-sfx-compressed/normal/force-palm.ogg,2416,1.157
316,Foresight,foresight,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Foresight.mp3,250224,attack-move-sfx-compressed/normal/foresight.ogg,2934,1.157
317,Forest's Curse,forest-s-curse,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Forest's Curse.mp3,255459,attack-move-sfx-compressed/normal/forest-s-curse.ogg,2802,1.157
318,Foul Play,foul-play,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Foul Play.mp3,215743,attack-move-sfx-compressed/dark/foul-play.ogg,2770,1.157
319,Freeze Shock part 1,freeze-shock-part-1,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Freeze Shock part 1.mp3,246065,attack-move-sfx-compressed/ice/freeze-shock-part-1.ogg,2758,1.157
320,Freeze Shock part 2,freeze-shock-part-2,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Freeze Shock part 2.mp3,334881,attack-move-sfx-compressed/ice/freeze-shock-part-2.ogg,2835,1.157
321,Freeze Shock,freeze-shock,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Freeze Shock.mp3,483243,attack-move-sfx-compressed/ice/freeze-shock.ogg,2769,1.157
322,Freeze-Dry,freeze-dry,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Freeze-Dry.mp3,257541,attack-move-sfx-compressed/ice/freeze-dry.ogg,2811,1.157
323,Frenzy Plant,frenzy-plant,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Frenzy Plant.mp3,286802,attack-move-sfx-compressed/grass/frenzy-plant.ogg,2724,1.157
324,Frost Breath,frost-breath,ice,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Frost Breath.mp3,237692,attack-move-sfx-compressed/ice/frost-breath.ogg,2875,1.157
325,Frustration,frustration,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Frustration.mp3,195894,attack-move-sfx-compressed/normal/frustration.ogg,1474,1.157
326,Fury Attack 1hit,fury-attack-1hit,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fury Attack 1hit.mp3,149928,attack-move-sfx-compressed/normal/fury-attack-1hit.ogg,2796,1.157
327,Fury Attack 2hits,fury-attack-2hits,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fury Attack 2hits.mp3,249196,attack-move-sfx-compressed/normal/fury-attack-2hits.ogg,2787,1.157
328,Fury Cutter,fury-cutter,bug,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fury Cutter.mp3,182310,attack-move-sfx-compressed/bug/fury-cutter.ogg,2793,1.157
329,Fury Swipes 1hit,fury-swipes-1hit,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fury Swipes 1hit.mp3,140524,attack-move-sfx-compressed/normal/fury-swipes-1hit.ogg,2201,0.968
330,Fury Swipes 2hits,fury-swipes-2hits,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fury Swipes 2hits.mp3,206355,attack-move-sfx-compressed/normal/fury-swipes-2hits.ogg,2400,1.157
331,Fusion Bolt,fusion-bolt,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fusion Bolt.mp3,393380,attack-move-sfx-compressed/normal/fusion-bolt.ogg,2772,1.157
332,Fusion Flare,fusion-flare,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Fusion Flare.mp3,372484,attack-move-sfx-compressed/fire/fusion-flare.ogg,2757,1.157
333,Future Sight part 1,future-sight-part-1,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Future Sight part 1.mp3,189640,attack-move-sfx-compressed/psychic/future-sight-part-1.ogg,2836,1.157
334,Future Sight part 2,future-sight-part-2,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Future Sight part 2.mp3,227257,attack-move-sfx-compressed/psychic/future-sight-part-2.ogg,2801,1.157
335,Future Sight,future-sight,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Future Sight.mp3,319194,attack-move-sfx-compressed/psychic/future-sight.ogg,2831,1.157
336,Gastro Acid,gastro-acid,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gastro Acid.mp3,225151,attack-move-sfx-compressed/poison/gastro-acid.ogg,2693,1.157
337,Gear Grind,gear-grind,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gear Grind.mp3,232463,attack-move-sfx-compressed/normal/gear-grind.ogg,2790,1.157
338,Gear Up,gear-up,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gear Up.mp3,243951,attack-move-sfx-compressed/normal/gear-up.ogg,2782,1.157
339,Genesis Supernova part 1,genesis-supernova-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Genesis Supernova part 1.mp3,160393,attack-move-sfx-compressed/normal/genesis-supernova-part-1.ogg,3162,1.157
340,Genesis Supernova part 2,genesis-supernova-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Genesis Supernova part 2.mp3,390271,attack-move-sfx-compressed/normal/genesis-supernova-part-2.ogg,2814,1.157
341,Genesis Supernova part 3,genesis-supernova-part-3,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Genesis Supernova part 3.mp3,934663,attack-move-sfx-compressed/normal/genesis-supernova-part-3.ogg,2798,1.157
342,Genesis Supernova,genesis-supernova,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Genesis Supernova.mp3,1296183,attack-move-sfx-compressed/normal/genesis-supernova.ogg,3143,1.157
343,Geomancy part 1,geomancy-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Geomancy part 1.mp3,259641,attack-move-sfx-compressed/normal/geomancy-part-1.ogg,2839,1.157
344,Geomancy part 2,geomancy-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Geomancy part 2.mp3,326514,attack-move-sfx-compressed/normal/geomancy-part-2.ogg,2808,1.157
345,Geomancy,geomancy,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Geomancy.mp3,489504,attack-move-sfx-compressed/normal/geomancy.ogg,2835,1.157
346,Giga Drain,giga-drain,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Giga Drain.mp3,248137,attack-move-sfx-compressed/normal/giga-drain.ogg,3005,1.157
347,Giga Impact,giga-impact,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Giga Impact.mp3,241869,attack-move-sfx-compressed/normal/giga-impact.ogg,2744,1.157
348,Gigavolt Havoc part 1,gigavolt-havoc-part-1,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gigavolt Havoc part 1.mp3,162477,attack-move-sfx-compressed/electric/gigavolt-havoc-part-1.ogg,3216,1.157
349,Gigavolt Havoc part 2,gigavolt-havoc-part-2,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gigavolt Havoc part 2.mp3,424746,attack-move-sfx-compressed/electric/gigavolt-havoc-part-2.ogg,3061,1.157
350,Gigavolt Havoc part 3,gigavolt-havoc-part-3,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gigavolt Havoc part 3.mp3,674477,attack-move-sfx-compressed/electric/gigavolt-havoc-part-3.ogg,2920,1.157
351,Gigavolt Havoc,gigavolt-havoc,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gigavolt Havoc.mp3,1066300,attack-move-sfx-compressed/electric/gigavolt-havoc.ogg,3219,1.157
352,Glaciate,glaciate,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Glaciate.mp3,321276,attack-move-sfx-compressed/normal/glaciate.ogg,2645,1.157
353,Glare,glare,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Glare.mp3,195882,attack-move-sfx-compressed/normal/glare.ogg,2768,1.157
354,Grass Knot,grass-knot,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Grass Knot.mp3,223059,attack-move-sfx-compressed/grass/grass-knot.ogg,2937,1.157
355,Grass Pledge,grass-pledge,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Grass Pledge.mp3,200075,attack-move-sfx-compressed/grass/grass-pledge.ogg,2748,1.157
356,Grass Whistle part 1,grass-whistle-part-1,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Grass Whistle part 1.mp3,189642,attack-move-sfx-compressed/grass/grass-whistle-part-1.ogg,3780,1.157
357,Grass Whistle,grass-whistle,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Grass Whistle.mp3,249188,attack-move-sfx-compressed/grass/grass-whistle.ogg,3790,1.157
358,Grassy Terrain part 1,grassy-terrain-part-1,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Grassy Terrain part 1.mp3,189644,attack-move-sfx-compressed/grass/grassy-terrain-part-1.ogg,2779,1.157
359,Grassy Terrain part 2,grassy-terrain-part-2,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Grassy Terrain part 2.mp3,182330,attack-move-sfx-compressed/grass/grassy-terrain-part-2.ogg,2677,1.157
360,Grassy Terrain,grassy-terrain,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Grassy Terrain.mp3,289941,attack-move-sfx-compressed/grass/grassy-terrain.ogg,2772,1.157
361,Gravity,gravity,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Gravity.mp3,305600,attack-move-sfx-compressed/normal/gravity.ogg,2790,1.157
362,Growl,growl,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Growl.mp3,170804,attack-move-sfx-compressed/normal/growl.ogg,2799,1.157
363,Growth,growth,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Growth.mp3,161402,attack-move-sfx-compressed/normal/growth.ogg,2712,1.157
364,Grudge,grudge,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Grudge.mp3,266937,attack-move-sfx-compressed/normal/grudge.ogg,2753,1.157
